"Date","Country","Factor","RefRoute","Count","WithinTarget","OutsideTarget","PercentWithinTarget","Standard","StandardHit","AdditionalPatients","TargetLastMet","rank"
Dec 2016,"Northern Ireland","Upper GI",NA,20,6,"14",0.3,0.95,"was NOT met",13,"Apr 2009","18th"
Jan 2017,"Northern Ireland","Upper GI",NA,20,12,"8",0.6,0.95,"was NOT met",7,"Apr 2009","126th"
Feb 2017,"Northern Ireland","Upper GI",NA,21,12,"9",0.571428571428571,0.95,"was NOT met",7.95,"Apr 2009","120th"
Mar 2017,"Northern Ireland","Upper GI",NA,27,20,"7",0.740740740740741,0.95,"was NOT met",5.65,"Apr 2009","162nd"
Apr 2017,"Northern Ireland","Upper GI",NA,28,11,"17",0.392857142857143,0.95,"was NOT met",15.6,"Apr 2009","45th"
May 2017,"Northern Ireland","Upper GI",NA,23,17,"6",0.739130434782609,0.95,"was NOT met",4.85,"Apr 2009","161st"
Jun 2017,"Northern Ireland","Upper GI",NA,20,8,"12",0.4,0.95,"was NOT met",11,"Apr 2009","46th"
Jul 2017,"Northern Ireland","Upper GI",NA,21,10,"11",0.476190476190476,0.95,"was NOT met",9.95,"Apr 2009","73rd"
Aug 2017,"Northern Ireland","Upper GI",NA,24,12,"12",0.5,0.95,"was NOT met",10.8,"Apr 2009","77th"
Sep 2017,"Northern Ireland","Upper GI",NA,26,17,"9",0.653846153846154,0.95,"was NOT met",7.7,"Apr 2009","142nd"
Oct 2017,"Northern Ireland","Upper GI",NA,20,12,"8",0.6,0.95,"was NOT met",7,"Apr 2009","126th"
Nov 2017,"Northern Ireland","Upper GI",NA,22,12,"10",0.545454545454545,0.95,"was NOT met",8.9,"Apr 2009","107th"
Dec 2017,"Northern Ireland","Upper GI",NA,18,9,"9",0.5,0.95,"was NOT met",8.1,"Apr 2009","77th"
Jan 2018,"Northern Ireland","Upper GI",NA,14,7,"7",0.5,0.95,"was NOT met",6.3,"Apr 2009","77th"
Feb 2018,"Northern Ireland","Upper GI",NA,12,6,"6",0.5,0.95,"was NOT met",5.4,"Apr 2009","77th"
Mar 2018,"Northern Ireland","Upper GI",NA,15,9,"6",0.6,0.95,"was NOT met",5.25,"Apr 2009","126th"
Apr 2018,"Northern Ireland","Upper GI",NA,25,10,"15",0.4,0.95,"was NOT met",13.75,"Apr 2009","46th"
May 2018,"Northern Ireland","Upper GI",NA,18,10,"8",0.555555555555556,0.95,"was NOT met",7.1,"Apr 2009","111th"
Jun 2018,"Northern Ireland","Upper GI",NA,17,9,"8",0.529411764705882,0.95,"was NOT met",7.15,"Apr 2009","95th"
Jul 2018,"Northern Ireland","Upper GI",NA,11,7,"4",0.636363636363636,0.95,"was NOT met",3.45,"Apr 2009","138th"
Aug 2018,"Northern Ireland","Upper GI",NA,21,11,"10",0.523809523809524,0.95,"was NOT met",8.95,"Apr 2009","91st"
Sep 2018,"Northern Ireland","Upper GI",NA,23,11,"12",0.478260869565217,0.95,"was NOT met",10.85,"Apr 2009","75th"
Oct 2018,"Northern Ireland","Upper GI",NA,30,15,"15",0.5,0.95,"was NOT met",13.5,"Apr 2009","77th"
Nov 2018,"Northern Ireland","Upper GI",NA,28,15,"13",0.535714285714286,0.95,"was NOT met",11.6,"Apr 2009","103rd"
Dec 2018,"Northern Ireland","Upper GI",NA,16,7,"9",0.4375,0.95,"was NOT met",8.2,"Apr 2009","61st"
Jan 2019,"Northern Ireland","Upper GI",NA,31,17,"14",0.548387096774194,0.95,"was NOT met",12.45,"Apr 2009","109th"
Feb 2019,"Northern Ireland","Upper GI",NA,18,10,"8",0.555555555555556,0.95,"was NOT met",7.1,"Apr 2009","111th"
Mar 2019,"Northern Ireland","Upper GI",NA,13,9,"4",0.692307692307692,0.95,"was NOT met",3.35,"Apr 2009","148th"
Apr 2019,"Northern Ireland","Upper GI",NA,23,13,"10",0.565217391304348,0.95,"was NOT met",8.85,"Apr 2009","118th"
May 2019,"Northern Ireland","Upper GI",NA,23,10,"13",0.434782608695652,0.95,"was NOT met",11.85,"Apr 2009","60th"
Jun 2019,"Northern Ireland","Upper GI",NA,18,8,"10",0.444444444444444,0.95,"was NOT met",9.1,"Apr 2009","64th"
Jul 2019,"Northern Ireland","Upper GI",NA,19,11,"8",0.578947368421053,0.95,"was NOT met",7.05,"Apr 2009","124th"
Aug 2019,"Northern Ireland","Upper GI",NA,19,6,"13",0.315789473684211,0.95,"was NOT met",12.05,"Apr 2009","25th"
Sep 2019,"Northern Ireland","Upper GI",NA,30,15,"15",0.5,0.95,"was NOT met",13.5,"Apr 2009","77th"
Oct 2019,"Northern Ireland","Upper GI",NA,26,8,"18",0.307692307692308,0.95,"was NOT met",16.7,"Apr 2009","21st"
Nov 2019,"Northern Ireland","Upper GI",NA,24,9,"15",0.375,0.95,"was NOT met",13.8,"Apr 2009","39th"
Dec 2019,"Northern Ireland","Upper GI",NA,18,6,"12",0.333333333333333,0.95,"was NOT met",11.1,"Apr 2009","29th"
Jan 2020,"Northern Ireland","Upper GI",NA,33,12,"21",0.363636363636364,0.95,"was NOT met",19.35,"Apr 2009","38th"
Feb 2020,"Northern Ireland","Upper GI",NA,26,9,"17",0.346153846153846,0.95,"was NOT met",15.7,"Apr 2009","32nd"
Mar 2020,"Northern Ireland","Upper GI",NA,41,16,"25",0.390243902439024,0.95,"was NOT met",22.95,"Apr 2009","44th"
Apr 2020,"Northern Ireland","Upper GI",NA,28,14,"14",0.5,0.95,"was NOT met",12.6,"Apr 2009","77th"
May 2020,"Northern Ireland","Upper GI",NA,16,7,"9",0.4375,0.95,"was NOT met",8.2,"Apr 2009","61st"
Jun 2020,"Northern Ireland","Upper GI",NA,17,8,"9",0.470588235294118,0.95,"was NOT met",8.15,"Apr 2009","71st"
Jul 2020,"Northern Ireland","Upper GI",NA,26,12,"14",0.461538461538462,0.95,"was NOT met",12.7,"Apr 2009","69th"
Aug 2020,"Northern Ireland","Upper GI",NA,21,9,"12",0.428571428571429,0.95,"was NOT met",10.95,"Apr 2009","56th"
Sep 2020,"Northern Ireland","Upper GI",NA,21,10,"11",0.476190476190476,0.95,"was NOT met",9.95,"Apr 2009","73rd"
Oct 2020,"Northern Ireland","Upper GI",NA,21,9,"12",0.428571428571429,0.95,"was NOT met",10.95,"Apr 2009","56th"
Nov 2020,"Northern Ireland","Upper GI",NA,26,6,"20",0.230769230769231,0.95,"was NOT met",18.7,"Apr 2009","7th"
Dec 2020,"Northern Ireland","Upper GI",NA,20,8,"12",0.4,0.95,"was NOT met",11,"Apr 2009","46th"
Jan 2021,"Northern Ireland","Upper GI",NA,19,4,"15",0.210526315789474,0.95,"was NOT met",14.05,"Apr 2009","6th"
Feb 2021,"Northern Ireland","Upper GI",NA,23,8,"15",0.347826086956522,0.95,"was NOT met",13.85,"Apr 2009","34th"
Mar 2021,"Northern Ireland","Upper GI",NA,39,10,"29",0.256410256410256,0.95,"was NOT met",27.05,"Apr 2009","9th"
Apr 2021,"Northern Ireland","Upper GI",NA,29,11,"18",0.379310344827586,0.95,"was NOT met",16.55,"Apr 2009","40th"
May 2021,"Northern Ireland","Upper GI",NA,26,8,"18",0.307692307692308,0.95,"was NOT met",16.7,"Apr 2009","21st"
Jun 2021,"Northern Ireland","Upper GI",NA,25,9,"16",0.36,0.95,"was NOT met",14.75,"Apr 2009","37th"
Jul 2021,"Northern Ireland","Upper GI",NA,17,8,"9",0.470588235294118,0.95,"was NOT met",8.15,"Apr 2009","71st"
Aug 2021,"Northern Ireland","Upper GI",NA,31,12,"19",0.387096774193548,0.95,"was NOT met",17.45,"Apr 2009","42nd"
Sep 2021,"Northern Ireland","Upper GI",NA,27,7,"20",0.259259259259259,0.95,"was NOT met",18.65,"Apr 2009","11th"
Oct 2021,"Northern Ireland","Upper GI",NA,28,12,"16",0.428571428571429,0.95,"was NOT met",14.6,"Apr 2009","56th"
Nov 2021,"Northern Ireland","Upper GI",NA,31,8,"23",0.258064516129032,0.95,"was NOT met",21.45,"Apr 2009","10th"
Dec 2021,"Northern Ireland","Upper GI",NA,24,10,"14",0.416666666666667,0.95,"was NOT met",12.8,"Apr 2009","54th"
Jan 2022,"Northern Ireland","Upper GI",NA,25,4,"21",0.16,0.95,"was NOT met",19.75,"Apr 2009","2nd"
Feb 2022,"Northern Ireland","Upper GI",NA,30,13,"17",0.433333333333333,0.95,"was NOT met",15.5,"Apr 2009","59th"
Mar 2022,"Northern Ireland","Upper GI",NA,18,5,"13",0.277777777777778,0.95,"was NOT met",12.1,"Apr 2009","14th"
Apr 2022,"Northern Ireland","Upper GI",NA,23,8,"15",0.347826086956522,0.95,"was NOT met",13.85,"Apr 2009","34th"
May 2022,"Northern Ireland","Upper GI",NA,27,9,"18",0.333333333333333,0.95,"was NOT met",16.65,"Apr 2009","29th"
Jun 2022,"Northern Ireland","Upper GI",NA,19,6,"13",0.315789473684211,0.95,"was NOT met",12.05,"Apr 2009","25th"
Jul 2022,"Northern Ireland","Upper GI",NA,23,7,"16",0.304347826086957,0.95,"was NOT met",14.85,"Apr 2009","20th"
Aug 2022,"Northern Ireland","Upper GI",NA,17,7,"10",0.411764705882353,0.95,"was NOT met",9.15,"Apr 2009","53rd"
Sep 2022,"Northern Ireland","Upper GI",NA,21,7,"14",0.333333333333333,0.95,"was NOT met",12.95,"Apr 2009","29th"
Oct 2022,"Northern Ireland","Upper GI",NA,28,9,"19",0.321428571428571,0.95,"was NOT met",17.6,"Apr 2009","27th"
Nov 2022,"Northern Ireland","Upper GI",NA,25,7,"18",0.28,0.95,"was NOT met",16.75,"Apr 2009","15th"
Dec 2022,"Northern Ireland","Upper GI",NA,25,4,"21",0.16,0.95,"was NOT met",19.75,"Apr 2009","2nd"
Jan 2023,"Northern Ireland","Upper GI",NA,38,11,"27",0.289473684210526,0.95,"was NOT met",25.1,"Apr 2009","17th"
Feb 2023,"Northern Ireland","Upper GI",NA,32,5,"27",0.15625,0.95,"was NOT met",25.4,"Apr 2009",""
Mar 2023,"Northern Ireland","Upper GI",NA,30,12,"18",0.4,0.95,"was NOT met",16.5,"Apr 2009","46th"
Apr 2023,"Northern Ireland","Upper GI",NA,20,9,"11",0.45,0.95,"was NOT met",10,"Apr 2009","66th"
May 2023,"Northern Ireland","Upper GI",NA,24,5,"19",0.208333333333333,0.95,"was NOT met",17.8,"Apr 2009","5th"
Jun 2023,"Northern Ireland","Upper GI",NA,28,9,"19",0.321428571428571,0.95,"was NOT met",17.6,"Apr 2009","27th"
Jul 2023,"Northern Ireland","Upper GI",NA,21,6,"15",0.285714285714286,0.95,"was NOT met",13.95,"Apr 2009","16th"
Aug 2023,"Northern Ireland","Upper GI",NA,23,6,"17",0.260869565217391,0.95,"was NOT met",15.85,"Apr 2009","12th"
Sep 2023,"Northern Ireland","Upper GI",NA,21,5,"16",0.238095238095238,0.95,"was NOT met",14.95,"Apr 2009","8th"
Dec 2008,"Northern Ireland","Urological",NA,26,24,"2",0.923076923076923,0.95,"was NOT met",0.699999999999999,NA,"177th"
Jan 2009,"Northern Ireland","Urological",NA,43,36,"7",0.837209302325581,0.95,"was NOT met",4.85,NA,"171st"
Feb 2009,"Northern Ireland","Urological",NA,54,38,"16",0.703703703703704,0.95,"was NOT met",13.3,NA,"131st"
Mar 2009,"Northern Ireland","Urological",NA,38,32,"6",0.842105263157895,0.95,"was NOT met",4.1,NA,"172nd"
Apr 2009,"Northern Ireland","Urological",NA,45,36,"9",0.8,0.95,"was NOT met",6.75,NA,"164th"
May 2009,"Northern Ireland","Urological",NA,30,21,"9",0.7,0.95,"was NOT met",7.5,NA,"129th"
Jun 2009,"Northern Ireland","Urological",NA,38,27,"11",0.710526315789474,0.95,"was NOT met",9.1,NA,"133rd"
Jul 2009,"Northern Ireland","Urological",NA,39,29,"10",0.743589743589744,0.95,"was NOT met",8.05,NA,"145th"
Aug 2009,"Northern Ireland","Urological",NA,33,25,"8",0.757575757575758,0.95,"was NOT met",6.35,NA,"151st"
Sep 2009,"Northern Ireland","Urological",NA,55,40,"15",0.727272727272727,0.95,"was NOT met",12.25,NA,"139th"
Oct 2009,"Northern Ireland","Urological",NA,42,30,"12",0.714285714285714,0.95,"was NOT met",9.9,NA,"135th"
Nov 2009,"Northern Ireland","Urological",NA,53,38,"15",0.716981132075472,0.95,"was NOT met",12.35,NA,"136th"
Dec 2009,"Northern Ireland","Urological",NA,34,27,"7",0.794117647058823,0.95,"was NOT met",5.3,NA,"163rd"
Jan 2010,"Northern Ireland","Urological",NA,28,26,"2",0.928571428571429,0.95,"was NOT met",0.599999999999998,NA,"178th"
Feb 2010,"Northern Ireland","Urological",NA,30,22,"8",0.733333333333333,0.95,"was NOT met",6.5,NA,"140th"
Mar 2010,"Northern Ireland","Urological",NA,62,53,"9",0.854838709677419,0.95,"was NOT met",5.9,NA,"175th"
Apr 2010,"Northern Ireland","Urological",NA,36,28,"8",0.777777777777778,0.95,"was NOT met",6.2,NA,"161st"
May 2010,"Northern Ireland","Urological",NA,40,25,"15",0.625,0.95,"was NOT met",13,NA,"113th"
Jun 2010,"Northern Ireland","Urological",NA,40,34,"6",0.85,0.95,"was NOT met",4,NA,"174th"
Jul 2010,"Northern Ireland","Urological",NA,47,39,"8",0.829787234042553,0.95,"was NOT met",5.65,NA,"170th"
Aug 2010,"Northern Ireland","Urological",NA,40,31,"9",0.775,0.95,"was NOT met",7,NA,"160th"
Sep 2010,"Northern Ireland","Urological",NA,46,28,"18",0.608695652173913,0.95,"was NOT met",15.7,NA,"106th"
Oct 2010,"Northern Ireland","Urological",NA,38,25,"13",0.657894736842105,0.95,"was NOT met",11.1,NA,"121st"
Nov 2010,"Northern Ireland","Urological",NA,62,38,"24",0.612903225806452,0.95,"was NOT met",20.9,NA,"110th"
Dec 2010,"Northern Ireland","Urological",NA,44,28,"16",0.636363636363636,0.95,"was NOT met",13.8,NA,"118th"
Jan 2011,"Northern Ireland","Urological",NA,54,40,"14",0.740740740740741,0.95,"was NOT met",11.3,NA,"143rd"
Feb 2011,"Northern Ireland","Urological",NA,45,28,"17",0.622222222222222,0.95,"was NOT met",14.75,NA,"112th"
Mar 2011,"Northern Ireland","Urological",NA,53,30,"23",0.566037735849057,0.95,"was NOT met",20.35,NA,"91st"
Apr 2011,"Northern Ireland","Urological",NA,45,21,"24",0.466666666666667,0.95,"was NOT met",21.75,NA,"69th"
May 2011,"Northern Ireland","Urological",NA,49,30,"19",0.612244897959184,0.95,"was NOT met",16.55,NA,"109th"
Jun 2011,"Northern Ireland","Urological",NA,57,40,"17",0.701754385964912,0.95,"was NOT met",14.15,NA,"130th"
Jul 2011,"Northern Ireland","Urological",NA,46,29,"17",0.630434782608696,0.95,"was NOT met",14.7,NA,"115th"
Aug 2011,"Northern Ireland","Urological",NA,50,28,"22",0.56,0.95,"was NOT met",19.5,NA,"85th"
Sep 2011,"Northern Ireland","Urological",NA,60,41,"19",0.683333333333333,0.95,"was NOT met",16,NA,"126th"
Oct 2011,"Northern Ireland","Urological",NA,49,34,"15",0.693877551020408,0.95,"was NOT met",12.55,NA,"128th"
Nov 2011,"Northern Ireland","Urological",NA,69,53,"16",0.768115942028985,0.95,"was NOT met",12.55,NA,"157th"
Dec 2011,"Northern Ireland","Urological",NA,62,48,"14",0.774193548387097,0.95,"was NOT met",10.9,NA,"159th"
Jan 2012,"Northern Ireland","Urological",NA,61,47,"14",0.770491803278688,0.95,"was NOT met",10.95,NA,"158th"
Feb 2012,"Northern Ireland","Urological",NA,55,36,"19",0.654545454545455,0.95,"was NOT met",16.25,NA,"119th"
Mar 2012,"Northern Ireland","Urological",NA,56,46,"10",0.821428571428571,0.95,"was NOT met",7.2,NA,"168th"
Apr 2012,"Northern Ireland","Urological",NA,57,43,"14",0.754385964912281,0.95,"was NOT met",11.15,NA,"147th"
May 2012,"Northern Ireland","Urological",NA,74,56,"18",0.756756756756757,0.95,"was NOT met",14.3,NA,"150th"
Jun 2012,"Northern Ireland","Urological",NA,54,44,"10",0.814814814814815,0.95,"was NOT met",7.3,NA,"166th"
Jul 2012,"Northern Ireland","Urological",NA,46,36,"10",0.782608695652174,0.95,"was NOT met",7.7,NA,"162nd"
Aug 2012,"Northern Ireland","Urological",NA,51,36,"15",0.705882352941177,0.95,"was NOT met",12.45,NA,"132nd"
Sep 2012,"Northern Ireland","Urological",NA,49,37,"12",0.755102040816326,0.95,"was NOT met",9.55,NA,"149th"
Oct 2012,"Northern Ireland","Urological",NA,59,42,"17",0.711864406779661,0.95,"was NOT met",14.05,NA,"134th"
Nov 2012,"Northern Ireland","Urological",NA,51,41,"10",0.803921568627451,0.95,"was NOT met",7.45,NA,"165th"
Dec 2012,"Northern Ireland","Urological",NA,52,44,"8",0.846153846153846,0.95,"was NOT met",5.4,NA,"173rd"
Jan 2013,"Northern Ireland","Urological",NA,76,69,"7",0.907894736842105,0.95,"was NOT met",3.2,NA,"176th"
Feb 2013,"Northern Ireland","Urological",NA,56,43,"13",0.767857142857143,0.95,"was NOT met",10.2,NA,"156th"
Mar 2013,"Northern Ireland","Urological",NA,55,42,"13",0.763636363636364,0.95,"was NOT met",10.25,NA,"153rd"
Apr 2013,"Northern Ireland","Urological",NA,58,43,"15",0.741379310344828,0.95,"was NOT met",12.1,NA,"144th"
May 2013,"Northern Ireland","Urological",NA,53,40,"13",0.754716981132076,0.95,"was NOT met",10.35,NA,"148th"
Jun 2013,"Northern Ireland","Urological",NA,60,46,"14",0.766666666666667,0.95,"was NOT met",11,NA,"155th"
Jul 2013,"Northern Ireland","Urological",NA,46,34,"12",0.739130434782609,0.95,"was NOT met",9.7,NA,"142nd"
Aug 2013,"Northern Ireland","Urological",NA,55,42,"13",0.763636363636364,0.95,"was NOT met",10.25,NA,"153rd"
Sep 2013,"Northern Ireland","Urological",NA,64,53,"11",0.828125,0.95,"was NOT met",7.8,NA,"169th"
Oct 2013,"Northern Ireland","Urological",NA,68,51,"17",0.75,0.95,"was NOT met",13.6,NA,"146th"
Nov 2013,"Northern Ireland","Urological",NA,54,41,"13",0.759259259259259,0.95,"was NOT met",10.3,NA,"152nd"
Dec 2013,"Northern Ireland","Urological",NA,59,40,"19",0.677966101694915,0.95,"was NOT met",16.05,NA,"125th"
Jan 2014,"Northern Ireland","Urological",NA,60,49,"11",0.816666666666667,0.95,"was NOT met",8,NA,"167th"
Feb 2014,"Northern Ireland","Urological",NA,64,46,"18",0.71875,0.95,"was NOT met",14.8,NA,"137th"
Mar 2014,"Northern Ireland","Urological",NA,68,50,"18",0.735294117647059,0.95,"was NOT met",14.6,NA,"141st"
Apr 2014,"Northern Ireland","Urological",NA,66,37,"29",0.560606060606061,0.95,"was NOT met",25.7,NA,"86th"
May 2014,"Northern Ireland","Urological",NA,65,40,"25",0.615384615384615,0.95,"was NOT met",21.75,NA,"111th"
Jun 2014,"Northern Ireland","Urological",NA,57,32,"25",0.56140350877193,0.95,"was NOT met",22.15,NA,"88th"
Jul 2014,"Northern Ireland","Urological",NA,80,33,"47",0.4125,0.95,"was NOT met",43,NA,"60th"
Aug 2014,"Northern Ireland","Urological",NA,69,38,"31",0.550724637681159,0.95,"was NOT met",27.55,NA,"80th"
Sep 2014,"Northern Ireland","Urological",NA,79,33,"46",0.417721518987342,0.95,"was NOT met",42.05,NA,"61st"
Oct 2014,"Northern Ireland","Urological",NA,77,47,"30",0.61038961038961,0.95,"was NOT met",26.15,NA,"108th"
Nov 2014,"Northern Ireland","Urological",NA,69,46,"23",0.666666666666667,0.95,"was NOT met",19.55,NA,"123rd"
Dec 2014,"Northern Ireland","Urological",NA,65,36,"29",0.553846153846154,0.95,"was NOT met",25.75,NA,"81st"
Jan 2015,"Northern Ireland","Urological",NA,79,47,"32",0.594936708860759,0.95,"was NOT met",28.05,NA,"103rd"
Feb 2015,"Northern Ireland","Urological",NA,68,43,"25",0.632352941176471,0.95,"was NOT met",21.6,NA,"116th"
Mar 2015,"Northern Ireland","Urological",NA,50,30,"20",0.6,0.95,"was NOT met",17.5,NA,"105th"
Apr 2015,"Northern Ireland","Urological",NA,69,50,"19",0.72463768115942,0.95,"was NOT met",15.55,NA,"138th"
May 2015,"Northern Ireland","Urological",NA,66,44,"22",0.666666666666667,0.95,"was NOT met",18.7,NA,"123rd"
Jun 2015,"Northern Ireland","Urological",NA,72,41,"31",0.569444444444444,0.95,"was NOT met",27.4,NA,"92nd"
Jul 2015,"Northern Ireland","Urological",NA,73,43,"30",0.589041095890411,0.95,"was NOT met",26.35,NA,"99th"
Aug 2015,"Northern Ireland","Urological",NA,59,35,"24",0.593220338983051,0.95,"was NOT met",21.05,NA,"102nd"
Sep 2015,"Northern Ireland","Urological",NA,82,50,"32",0.609756097560976,0.95,"was NOT met",27.9,NA,"107th"
Oct 2015,"Northern Ireland","Urological",NA,52,33,"19",0.634615384615385,0.95,"was NOT met",16.4,NA,"117th"
Nov 2015,"Northern Ireland","Urological",NA,100,69,"31",0.69,0.95,"was NOT met",26,NA,"127th"
Dec 2015,"Northern Ireland","Urological",NA,76,44,"32",0.578947368421053,0.95,"was NOT met",28.2,NA,"95th"
Jan 2016,"Northern Ireland","Urological",NA,72,43,"29",0.597222222222222,0.95,"was NOT met",25.4,NA,"104th"
Feb 2016,"Northern Ireland","Urological",NA,71,47,"24",0.661971830985915,0.95,"was NOT met",20.45,NA,"122nd"
Mar 2016,"Northern Ireland","Urological",NA,86,51,"35",0.593023255813954,0.95,"was NOT met",30.7,NA,"101st"
Apr 2016,"Northern Ireland","Urological",NA,21,9,"12",0.428571428571429,0.95,"was NOT met",10.95,NA,"63rd"
May 2016,"Northern Ireland","Urological",NA,67,44,"23",0.656716417910448,0.95,"was NOT met",19.65,NA,"120th"
Jun 2016,"Northern Ireland","Urological",NA,75,44,"31",0.586666666666667,0.95,"was NOT met",27.25,NA,"98th"
Jul 2016,"Northern Ireland","Urological",NA,81,47,"34",0.580246913580247,0.95,"was NOT met",29.95,NA,"96th"
Aug 2016,"Northern Ireland","Urological",NA,73,40,"33",0.547945205479452,0.95,"was NOT met",29.35,NA,"79th"
Sep 2016,"Northern Ireland","Urological",NA,93,50,"43",0.537634408602151,0.95,"was NOT met",38.35,NA,"78th"
Oct 2016,"Northern Ireland","Urological",NA,71,31,"40",0.436619718309859,0.95,"was NOT met",36.45,NA,"66th"
Nov 2016,"Northern Ireland","Urological",NA,73,42,"31",0.575342465753425,0.95,"was NOT met",27.35,NA,"93rd"
Dec 2016,"Northern Ireland","Urological",NA,86,45,"41",0.523255813953488,0.95,"was NOT met",36.7,NA,"76th"
Jan 2017,"Northern Ireland","Urological",NA,90,52,"38",0.577777777777778,0.95,"was NOT met",33.5,NA,"94th"
Feb 2017,"Northern Ireland","Urological",NA,90,50,"40",0.555555555555556,0.95,"was NOT met",35.5,NA,"82nd"
Mar 2017,"Northern Ireland","Urological",NA,89,43,"46",0.48314606741573,0.95,"was NOT met",41.55,NA,"70th"
Apr 2017,"Northern Ireland","Urological",NA,75,39,"36",0.52,0.95,"was NOT met",32.25,NA,"75th"
May 2017,"Northern Ireland","Urological",NA,95,56,"39",0.589473684210526,0.95,"was NOT met",34.25,NA,"100th"
Jun 2017,"Northern Ireland","Urological",NA,82,44,"38",0.536585365853659,0.95,"was NOT met",33.9,NA,"77th"
Jul 2017,"Northern Ireland","Urological",NA,68,29,"39",0.426470588235294,0.95,"was NOT met",35.6,NA,"62nd"
Aug 2017,"Northern Ireland","Urological",NA,78,38,"40",0.487179487179487,0.95,"was NOT met",36.1,NA,"73rd"
Sep 2017,"Northern Ireland","Urological",NA,88,38,"50",0.431818181818182,0.95,"was NOT met",45.6,NA,"64th"
Oct 2017,"Northern Ireland","Urological",NA,66,37,"29",0.560606060606061,0.95,"was NOT met",25.7,NA,"86th"
Nov 2017,"Northern Ireland","Urological",NA,94,53,"41",0.563829787234043,0.95,"was NOT met",36.3,NA,"90th"
Dec 2017,"Northern Ireland","Urological",NA,66,32,"34",0.484848484848485,0.95,"was NOT met",30.7,NA,"71st"
Jan 2018,"Northern Ireland","Urological",NA,91,53,"38",0.582417582417582,0.95,"was NOT met",33.45,NA,"97th"
Feb 2018,"Northern Ireland","Urological",NA,61,34,"27",0.557377049180328,0.95,"was NOT met",23.95,NA,"83rd"
Mar 2018,"Northern Ireland","Urological",NA,77,43,"34",0.558441558441558,0.95,"was NOT met",30.15,NA,"84th"
Apr 2018,"Northern Ireland","Urological",NA,72,45,"27",0.625,0.95,"was NOT met",23.4,NA,"113th"
May 2018,"Northern Ireland","Urological",NA,97,42,"55",0.43298969072165,0.95,"was NOT met",50.15,NA,"65th"
Jun 2018,"Northern Ireland","Urological",NA,87,49,"38",0.563218390804598,0.95,"was NOT met",33.65,NA,"89th"
Jul 2018,"Northern Ireland","Urological",NA,111,51,"60",0.459459459459459,0.95,"was NOT met",54.45,NA,"68th"
Aug 2018,"Northern Ireland","Urological",NA,94,48,"46",0.51063829787234,0.95,"was NOT met",41.3,NA,"74th"
Sep 2018,"Northern Ireland","Urological",NA,73,33,"40",0.452054794520548,0.95,"was NOT met",36.35,NA,"67th"
Oct 2018,"Northern Ireland","Urological",NA,100,41,"59",0.41,0.95,"was NOT met",54,NA,"58th"
Nov 2018,"Northern Ireland","Urological",NA,99,26,"73",0.262626262626263,0.95,"was NOT met",68.05,NA,"37th"
Dec 2018,"Northern Ireland","Urological",NA,80,24,"56",0.3,0.95,"was NOT met",52,NA,"45th"
Jan 2019,"Northern Ireland","Urological",NA,124,39,"85",0.314516129032258,0.95,"was NOT met",78.8,NA,"48th"
Feb 2019,"Northern Ireland","Urological",NA,78,31,"47",0.397435897435897,0.95,"was NOT met",43.1,NA,"55th"
Mar 2019,"Northern Ireland","Urological",NA,78,21,"57",0.269230769230769,0.95,"was NOT met",53.1,NA,"39th"
Apr 2019,"Northern Ireland","Urological",NA,78,31,"47",0.397435897435897,0.95,"was NOT met",43.1,NA,"55th"
May 2019,"Northern Ireland","Urological",NA,93,28,"65",0.301075268817204,0.95,"was NOT met",60.35,NA,"46th"
Jun 2019,"Northern Ireland","Urological",NA,98,39,"59",0.397959183673469,0.95,"was NOT met",54.1,NA,"57th"
Jul 2019,"Northern Ireland","Urological",NA,93,27,"66",0.290322580645161,0.95,"was NOT met",61.35,NA,"43rd"
Aug 2019,"Northern Ireland","Urological",NA,77,28,"49",0.363636363636364,0.95,"was NOT met",45.15,NA,"53rd"
Sep 2019,"Northern Ireland","Urological",NA,106,30,"76",0.283018867924528,0.95,"was NOT met",70.7,NA,"41st"
Oct 2019,"Northern Ireland","Urological",NA,95,20,"75",0.210526315789474,0.95,"was NOT met",70.25,NA,"22nd"
Nov 2019,"Northern Ireland","Urological",NA,101,30,"71",0.297029702970297,0.95,"was NOT met",65.95,NA,"44th"
Dec 2019,"Northern Ireland","Urological",NA,78,19,"59",0.243589743589744,0.95,"was NOT met",55.1,NA,"32nd"
Jan 2020,"Northern Ireland","Urological",NA,102,20,"82",0.196078431372549,0.95,"was NOT met",76.9,NA,"18th"
Feb 2020,"Northern Ireland","Urological",NA,69,17,"52",0.246376811594203,0.95,"was NOT met",48.55,NA,"33rd"
Mar 2020,"Northern Ireland","Urological",NA,93,20,"73",0.21505376344086,0.95,"was NOT met",68.35,NA,"25th"
Apr 2020,"Northern Ireland","Urological",NA,90,18,"72",0.2,0.95,"was NOT met",67.5,NA,"20th"
May 2020,"Northern Ireland","Urological",NA,74,12,"62",0.162162162162162,0.95,"was NOT met",58.3,NA,"7th"
Jun 2020,"Northern Ireland","Urological",NA,76,22,"54",0.289473684210526,0.95,"was NOT met",50.2,NA,"42nd"
Jul 2020,"Northern Ireland","Urological",NA,83,29,"54",0.349397590361446,0.95,"was NOT met",49.85,NA,"51st"
Aug 2020,"Northern Ireland","Urological",NA,65,23,"42",0.353846153846154,0.95,"was NOT met",38.75,NA,"52nd"
